name,brand,cuisine,lat,lon,state,source
Haci's Kebabs,,kebab;lebanese,-37.744216,144.997374,Victoria,OpenStreetMap amenity=fast_food via Overpass
Moonee Ponds Pizza,,pizza,-37.766492,144.917688,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.765189,144.922477,Victoria,OpenStreetMap amenity=fast_food via Overpass
Rooster Delight Chicken,,chicken,-37.765065,144.922638,Victoria,OpenStreetMap amenity=fast_food via Overpass
Gills Fish & Chips,,fish_and_chips,-37.750609,144.987919,Victoria,OpenStreetMap amenity=fast_food via Overpass
YOMG,,burger,-37.767708,144.921988,Victoria,OpenStreetMap amenity=fast_food via Overpass
Royal Kebab & Cafe,,kebab,-37.794947,144.948587,Victoria,OpenStreetMap amenity=fast_food via Overpass
College Dropout,,burger,-37.75822,144.93987,Victoria,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-37.766176,145.019923,Victoria,OpenStreetMap amenity=fast_food via Overpass
Pami Rolls,,vietnamese,-37.787047,144.833124,Victoria,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-38.012114,145.198564,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mustafa's Mixed Grill,,,-36.383091,145.39989,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Mama Tran Dumpling,,,-37.83267,144.956383,Victoria,OpenStreetMap amenity=fast_food via Overpass
Monroe's Burger and Beers,,burger,-37.654455,145.514637,Victoria,OpenStreetMap amenity=fast_food via Overpass
Airport West Fish and Chips,,fish_and_chips,-37.725212,144.881192,Victoria,OpenStreetMap amenity=fast_food via Overpass
Pablo's Pizza,,pizza,-37.723976,144.881422,Victoria,OpenStreetMap amenity=fast_food via Overpass
Rexy Afghan Kebab,,,-37.741578,144.966406,Victoria,OpenStreetMap amenity=fast_food via Overpass
Muzzy's Kebab & Grill,,,-37.743659,144.966019,Victoria,OpenStreetMap amenity=fast_food via Overpass
,,fish_and_chips,-37.823014,145.069664,Victoria,OpenStreetMap amenity=fast_food via Overpass
,,italian;pizza;pasta,-37.823015,145.069732,Victoria,OpenStreetMap amenity=fast_food via Overpass
Burgeound,,burger,-37.766697,144.921999,Victoria,OpenStreetMap amenity=fast_food via Overpass
Wishbone Chicken,,,-37.80354,145.101799,Victoria,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-37.516528,145.114758,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sharky's Fish and Chips,,fish_and_chips,-37.766271,145.019915,Victoria,OpenStreetMap amenity=fast_food via Overpass
Hot Spot,,kebab,-37.765647,145.020492,Victoria,OpenStreetMap amenity=fast_food via Overpass
Vỉnh Nguyên Kitchen & Bakehouse,,vietnamese,-37.77684,144.814979,Victoria,OpenStreetMap amenity=fast_food via Overpass
The Falafel Man,,,-37.846156,144.992281,Victoria,OpenStreetMap amenity=fast_food via Overpass
The Mussel Pot,,,-37.846186,144.992212,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kooks Kitchen,,salad,-37.846193,144.992663,Victoria,OpenStreetMap amenity=fast_food via Overpass
Ann's Fish & Chips,,fish_and_chips,-37.846129,144.992241,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mr Bratwurst,,hot_dog;german;sausage,-37.846201,144.992743,Victoria,OpenStreetMap amenity=fast_food via Overpass
El Alamo,,empanada;spanish,-37.846143,144.992706,Victoria,OpenStreetMap amenity=fast_food via Overpass
Doncaster Fish & Chips,,fish_and_chips,-37.78189,145.109822,Victoria,OpenStreetMap amenity=fast_food via Overpass
Cafe Alofa,,fish_and_chips,-36.439984,145.227789,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-36.353601,145.401521,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Middle Park Fish Chips,,fish_and_chips,-37.849751,144.964664,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kreas Souvlaki Bar,,kebab,-37.849906,144.964532,Victoria,OpenStreetMap amenity=fast_food via Overpass
Burger Bae,,burger,-37.951124,145.003951,Victoria,OpenStreetMap amenity=fast_food via Overpass
North Melbourne Fish + Chips,,fish_and_chips,-37.798344,144.946849,Victoria,OpenStreetMap amenity=fast_food via Overpass
Slow Rolla,,,-37.77392,144.971436,Victoria,OpenStreetMap amenity=fast_food via Overpass
Funky Fillings,,sandwich,-37.798795,145.051539,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sushi Sushi,,sushi,-37.768494,145.041841,Victoria,OpenStreetMap amenity=fast_food via Overpass
My Rice Story,,korean,-37.7684,145.042327,Victoria,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-37.843732,144.845237,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kingsclere Fish & Chips,,fish_and_chips,-37.980493,145.16617,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mount Evelyn Fish & Chips,,fish_and_chips,-37.786131,145.381027,Victoria,OpenStreetMap amenity=fast_food via Overpass
Charcoal Chicken,,chicken,-37.785866,145.378894,Victoria,OpenStreetMap amenity=fast_food via Overpass
Big Al's Pizza & Pasta - Mt Evelyn,,pizza,-37.786414,145.382285,Victoria,OpenStreetMap amenity=fast_food via Overpass
Wot A Kebab Mt Evelyn,,kebab,-37.786374,145.382208,Victoria,OpenStreetMap amenity=fast_food via Overpass
Spiros Fish & Chips,,fish_and_chips,-37.786442,145.382357,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.821164,145.035797,Victoria,OpenStreetMap amenity=fast_food via Overpass
West Essendon Fish 'n' Chippery,,fish_and_chips,-37.75544,144.901861,Victoria,OpenStreetMap amenity=fast_food via Overpass
Tony's Pies,,,-37.755331,144.900986,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.786837,145.125511,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.773999,144.889053,Victoria,OpenStreetMap amenity=fast_food via Overpass
Scroogy's Pizza,,pizza,-37.731125,144.93864,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.85276,145.148953,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.651577,145.071757,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.732465,144.910977,Victoria,OpenStreetMap amenity=fast_food via Overpass
Banh mi lady,,,-38.014118,145.212656,Victoria,OpenStreetMap amenity=fast_food via Overpass
Daniel's Donuts,Daniel's Donuts,donut;pie;milkshake,-38.081837,145.277826,Victoria,OpenStreetMap amenity=fast_food via Overpass
Carl's Jr.,Carl's Jr.,burger,-37.943666,145.116555,Victoria,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-37.713979,144.887607,Victoria,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-37.714215,144.887875,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.714291,144.887854,Victoria,OpenStreetMap amenity=fast_food via Overpass
Hook and Cook Fish Bar,,fish_and_chips,-37.739473,144.824381,Victoria,OpenStreetMap amenity=fast_food via Overpass
,,,-37.796057,144.940352,Victoria,OpenStreetMap amenity=fast_food via Overpass
Shuji Sushi,,sushi,-37.796202,144.940853,Victoria,OpenStreetMap amenity=fast_food via Overpass
Luck Bangkok,,kebab;fish_and_chips;noodle,-37.81085,145.004849,Victoria,OpenStreetMap amenity=fast_food via Overpass
Chargrill Charlie's,,burger;sandwich;chicken;salad,-37.828566,145.058464,Victoria,OpenStreetMap amenity=fast_food via Overpass
Bill's Fish Shop,,fish,-36.396616,145.34782,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Proof Pizzeria,,pizza,-37.756166,145.066827,Victoria,OpenStreetMap amenity=fast_food via Overpass
Hot Wings,,wings,-37.804607,144.983463,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.810605,144.96597,Victoria,OpenStreetMap amenity=fast_food via Overpass
Jacky Jones Fish Chips Chicken,,fish_and_chips,-37.736679,144.968706,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.688284,145.026538,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.874777,145.166147,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kilmore Pizza House,,pizza;pasta;burger,-37.291171,144.950953,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kilmore Fish and Chips,,fish_and_chips,-37.290807,144.950807,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-37.28888,144.949444,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.309068,144.949211,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Burger Road,,burger,-37.679379,145.122915,Victoria,OpenStreetMap amenity=fast_food via Overpass
Piccolino - Woodfired Pizzeria - Trattoria,,pizza,-37.783451,144.984184,Victoria,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-38.077654,145.250968,Victoria,OpenStreetMap amenity=fast_food via Overpass
Crust,Crust,pizza,-38.077733,145.250128,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sunrise Chickens,,chicken,-38.077625,145.250704,Victoria,OpenStreetMap amenity=fast_food via Overpass
Shark Bite,,fish_and_chips,-38.077616,145.250622,Victoria,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-37.820875,144.956344,Victoria,OpenStreetMap amenity=fast_food via Overpass
Peter's Fish and Chips,,fish_and_chips,-37.935933,145.491936,Victoria,OpenStreetMap amenity=fast_food via Overpass
Hooked on Fish,,fish_and_chips,-37.794473,145.236334,Victoria,OpenStreetMap amenity=fast_food via Overpass
Presto Pizza,,pizza,-37.794389,145.236336,Victoria,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-37.794225,145.236291,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mustafas Kebabs,,kebab,-36.355441,145.402656,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Exeter Pizza,,pizza,-37.770109,145.28906,Victoria,OpenStreetMap amenity=fast_food via Overpass
Angourie Crescent Fish and Chips,,fish_and_chips,-37.710807,144.800532,Victoria,OpenStreetMap amenity=fast_food via Overpass
Goody's Charcoal Chicken,,chicken,-37.685079,145.136247,Victoria,OpenStreetMap amenity=fast_food via Overpass
Wot A Kebab,,kebab,-37.673902,145.15931,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.67391,145.159412,Victoria,OpenStreetMap amenity=fast_food via Overpass
Yellowtail Fish & Chips,,fish_and_chips,-37.67397,145.15992,Victoria,OpenStreetMap amenity=fast_food via Overpass
La Sera,,pizza,-37.674,145.160134,Victoria,OpenStreetMap amenity=fast_food via Overpass
Plaza Fish & Chips,,fish_and_chips,-37.674879,145.159686,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mr Rooster,,chicken,-37.674686,145.159899,Victoria,OpenStreetMap amenity=fast_food via Overpass
North Ivanhoe Fish And Chips,,fish_and_chips,-37.759207,145.044332,Victoria,OpenStreetMap amenity=fast_food via Overpass
Larry’s Of Ivamhoe,,pizza,-37.759114,145.044346,Victoria,OpenStreetMap amenity=fast_food via Overpass
Cookhouse Burgers,,burger,-37.674396,145.158101,Victoria,OpenStreetMap amenity=fast_food via Overpass
Diamond Creek Fish & Chips,,fish_and_chips,-37.672851,145.150961,Victoria,OpenStreetMap amenity=fast_food via Overpass
Da Vinci Pizza & Pasta,,pizza,-37.672877,145.151009,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mr Chips,,fish_and_chips,-37.672909,145.152337,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.769551,145.041298,Victoria,OpenStreetMap amenity=fast_food via Overpass
College Dropout Burgers,,burger,-37.769477,145.041376,Victoria,OpenStreetMap amenity=fast_food via Overpass
Indian Takeaway Fish and Chips,,curry,-37.667006,144.949098,Victoria,OpenStreetMap amenity=fast_food via Overpass
Vegie Bar Take Away,,,-37.795731,144.979072,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mini Bites,,chicken,-38.091476,145.25512,Victoria,OpenStreetMap amenity=fast_food via Overpass
Pizza 888,,pizza,-38.091442,145.255217,Victoria,OpenStreetMap amenity=fast_food via Overpass
Taasty Kebabs and Coffee Shop,,kebab,-38.080473,145.256603,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kebab Vibe,,kebab,-38.078918,145.243153,Victoria,OpenStreetMap amenity=fast_food via Overpass
Dandee Donuts Extra,,donut,-38.078942,145.243374,Victoria,OpenStreetMap amenity=fast_food via Overpass
Grazing,,,-38.078932,145.243246,Victoria,OpenStreetMap amenity=fast_food via Overpass
,,pizza,-37.983407,145.131345,Victoria,OpenStreetMap amenity=fast_food via Overpass
,,fish_and_chips,-37.861507,145.308505,Victoria,OpenStreetMap amenity=fast_food via Overpass
Khan Juice,,juice,-38.084939,145.292332,Victoria,OpenStreetMap amenity=fast_food via Overpass
Daniel's Donuts,Daniel's Donuts,donut;pie;milkshake,-37.943185,145.116523,Victoria,OpenStreetMap amenity=fast_food via Overpass
Hungry Jack's,Hungry Jack's,burger,-37.898571,145.123926,Victoria,OpenStreetMap amenity=fast_food via Overpass
Macedon Fish Bowl,,fish_and_chips,-37.772818,145.112639,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.773131,145.113225,Victoria,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-38.084692,145.492366,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-38.077709,145.249686,Victoria,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-37.766956,144.922249,Victoria,OpenStreetMap amenity=fast_food via Overpass
Seaford Fish & Chips,,fish_and_chips,-38.089152,145.128504,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sideshow Burgers Healesville,,american;burger;fries;milkshake;grill;ice_cream,-37.653077,145.518751,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sanctuary Park Pizza Pasta,,italian;pizza;burger;american;chicken;pasta;parma;fish_and_chips;ice_cream,-37.653527,145.518885,Victoria,OpenStreetMap amenity=fast_food via Overpass
Soul Origin,Soul Origin,coffee_shop;salad;sandwich,-37.635216,144.999284,Victoria,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-37.603297,144.984947,Victoria,OpenStreetMap amenity=fast_food via Overpass
Pier 50 Fish & Chippery,,fish_and_chips,-37.821285,145.227172,Victoria,OpenStreetMap amenity=fast_food via Overpass
Hungry Jack's,Hungry Jack's,burger,-37.621075,145.004889,Victoria,OpenStreetMap amenity=fast_food via Overpass
"Nady’s Pizza, Burgers and Kebabs",,pizza;kebab,-37.911189,145.122716,Victoria,OpenStreetMap amenity=fast_food via Overpass
Marko's Greek Kitchen Bar,,greek,-37.857745,144.881871,Victoria,OpenStreetMap amenity=fast_food via Overpass
Daniel's Donuts,Daniel's Donuts,donut;pie;milkshake,-36.414217,145.39339,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kebab 66 Kebab and Cafe,,kebab,-37.690978,145.00162,Victoria,OpenStreetMap amenity=fast_food via Overpass
Vernon's Fish and Chippery,,fish_and_chips,-37.829052,144.872134,Victoria,OpenStreetMap amenity=fast_food via Overpass
Hungry Jack's,Hungry Jack's,burger,-37.684776,145.028748,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.811696,145.3371,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mad Patties Mitcham,,burger,-37.816312,145.191867,Victoria,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-37.757196,145.354578,Victoria,OpenStreetMap amenity=fast_food via Overpass
Salsas Fresh Mex Grill,,mexican,-37.958125,145.052983,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sandwich Chefs,,sandwich,-37.95805,145.053675,Victoria,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-37.95819,145.052997,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Walker's Doughnuts,,donut,-37.95844,145.055535,Victoria,OpenStreetMap amenity=fast_food via Overpass
Doreen Kebab House,,kebab,-37.615901,145.125287,Victoria,OpenStreetMap amenity=fast_food via Overpass
The Roast Shop,,chicken,-37.615911,145.125398,Victoria,OpenStreetMap amenity=fast_food via Overpass
Pier 4 Fish & Chippery,,fish_and_chips,-37.615921,145.125515,Victoria,OpenStreetMap amenity=fast_food via Overpass
Riverstone Pizza & Pasta,,pizza,-37.615521,145.125408,Victoria,OpenStreetMap amenity=fast_food via Overpass
Millgrove Fish & Chips,,fish_and_chips,-37.754901,145.652686,Victoria,OpenStreetMap amenity=fast_food via Overpass
,,fish_and_chips,-37.780907,145.427139,Victoria,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-37.693375,144.867609,Victoria,OpenStreetMap amenity=fast_food via Overpass
Vulcan Pizza,,pizza,-37.771421,145.294023,Victoria,OpenStreetMap amenity=fast_food via Overpass
Frankies's @ 662,,fried_chicken;hot_dog,-37.777863,145.459771,Victoria,OpenStreetMap amenity=fast_food via Overpass
O Bento,,sushi,-37.817403,144.957517,Victoria,OpenStreetMap amenity=fast_food via Overpass
Exeter Rd Fish and Chips,,fish_and_chips,-37.770115,145.289131,Victoria,OpenStreetMap amenity=fast_food via Overpass
Fusion,,greek;italian,-37.720995,145.048416,Victoria,OpenStreetMap amenity=fast_food via Overpass
Taco Bell,Taco Bell,tex-mex,-38.056459,145.338176,Victoria,OpenStreetMap amenity=fast_food via Overpass
Aegean Wave Fish & Chips,,fish_and_chips,-37.731334,145.135354,Victoria,OpenStreetMap amenity=fast_food via Overpass
Al's Pizza,,pizza,-37.731381,145.135363,Victoria,OpenStreetMap amenity=fast_food via Overpass
Chicken on Charcoal,,chicken,-37.73174,145.135289,Victoria,OpenStreetMap amenity=fast_food via Overpass
Easey's,,burger,-37.797541,144.986356,Victoria,OpenStreetMap amenity=fast_food via Overpass
Souvlaki GR,,kebab,-37.679266,145.123043,Victoria,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-38.060011,145.411977,Victoria,OpenStreetMap amenity=fast_food via Overpass
Parkwood Fish and Chips,,fish_and_chips,-37.778627,145.239089,Victoria,OpenStreetMap amenity=fast_food via Overpass
Little John Pizza and Pasta,,pizza,-37.77861,145.239152,Victoria,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-37.615814,144.913854,Victoria,OpenStreetMap amenity=fast_food via Overpass
Burgertory,,burger,-37.779583,145.01624,Victoria,OpenStreetMap amenity=fast_food via Overpass
Yarra Valley Fish & Chips,,fish_and_chips,-37.756821,145.348034,Victoria,OpenStreetMap amenity=fast_food via Overpass
Burger Basement,,burger;australian,-37.716819,144.936156,Victoria,OpenStreetMap amenity=fast_food via Overpass
Freddy's Fish and Chips,,fish_and_chips,-37.781077,144.977746,Victoria,OpenStreetMap amenity=fast_food via Overpass
Montrose Charcoal Chicken,,chicken,-37.810807,145.343542,Victoria,OpenStreetMap amenity=fast_food via Overpass
Lukumades,,donut,-37.806306,144.955629,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kebab Connection,,,-37.805659,144.955491,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.732472,144.950667,Victoria,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-37.756231,145.312624,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sushi Jiro,,japanese,-37.817798,144.99838,Victoria,OpenStreetMap amenity=fast_food via Overpass
Cardigan Pizza,,pizza,-37.788852,145.328396,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sam's Fish & Chips,,fish_and_chips,-37.788857,145.328465,Victoria,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-37.818799,144.954501,Victoria,OpenStreetMap amenity=fast_food via Overpass
Fat Boy's,,,-37.820926,144.956189,Victoria,OpenStreetMap amenity=fast_food via Overpass
Flinder's Kebab,,kebab,-37.82047,144.956339,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kebab World,,kebab,-37.815247,144.963049,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.818025,144.964688,Victoria,OpenStreetMap amenity=fast_food via Overpass
Bread,,sandwich,-37.815219,144.963004,Victoria,OpenStreetMap amenity=fast_food via Overpass
Hoi An,,vietnamese,-37.815138,144.962999,Victoria,OpenStreetMap amenity=fast_food via Overpass
Soul Origin,Soul Origin,coffee_shop;salad;sandwich,-37.815111,144.963031,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sushi Hub,,sushi,-37.815088,144.962997,Victoria,OpenStreetMap amenity=fast_food via Overpass
Thailander,,thai,-37.815108,144.962961,Victoria,OpenStreetMap amenity=fast_food via Overpass
Crisp,,salad,-37.815052,144.962885,Victoria,OpenStreetMap amenity=fast_food via Overpass
Miss Siam Thai,,thai,-37.818496,144.955497,Victoria,OpenStreetMap amenity=fast_food via Overpass
Magpie Shop,,vietnamese,-37.797094,144.984746,Victoria,OpenStreetMap amenity=fast_food via Overpass
Swanson's Halal Food Centre,,kebab;pizza,-37.816773,144.966937,Victoria,OpenStreetMap amenity=fast_food via Overpass
Heart Baker,,thai,-37.816933,144.96637,Victoria,OpenStreetMap amenity=fast_food via Overpass
Boost,,juice,-37.670686,144.847613,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.411862,144.978678,Victoria,OpenStreetMap amenity=fast_food via Overpass
Wellington Square Charcoal Chicken,,chicken,-37.412022,144.978671,Victoria,OpenStreetMap amenity=fast_food via Overpass
Lincoln Road Fish & Chips,,fish_and_chips,-37.787344,145.296716,Victoria,OpenStreetMap amenity=fast_food via Overpass
2 sisters pizzeria,,pizza,-37.78732,145.296634,Victoria,OpenStreetMap amenity=fast_food via Overpass
Taco Bell,Taco Bell,tex-mex,-38.003649,145.247665,Victoria,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-37.762924,144.962696,Victoria,OpenStreetMap amenity=fast_food via Overpass
The Seafood Shak,,fish_and_chips,-37.783457,144.984239,Victoria,OpenStreetMap amenity=fast_food via Overpass
Villarosa Pizzeria,,pizza,-37.826655,145.256076,Victoria,OpenStreetMap amenity=fast_food via Overpass
Heathmont Fish & Grill,,fish_and_chips,-37.826687,145.256202,Victoria,OpenStreetMap amenity=fast_food via Overpass
Papa John's Pizza and Pasta,,pizza,-38.068627,145.144069,Victoria,OpenStreetMap amenity=fast_food via Overpass
King Chook Charcoal Chicken,,chicken,-37.831893,145.145894,Victoria,OpenStreetMap amenity=fast_food via Overpass
Noble Kebaba,,,-37.961163,145.189362,Victoria,OpenStreetMap amenity=fast_food via Overpass
Blackburn Asian Cuisine,,,-37.820664,145.150336,Victoria,OpenStreetMap amenity=fast_food via Overpass
Burgess Cafe,,,-37.821401,145.291599,Victoria,OpenStreetMap amenity=fast_food via Overpass
Take Away,,,-37.787452,144.908681,Victoria,OpenStreetMap amenity=fast_food via Overpass
Take Away Food,,,-37.787546,144.908462,Victoria,OpenStreetMap amenity=fast_food via Overpass
Goodfellas,,fish_and_chips,-37.798558,144.817964,Victoria,OpenStreetMap amenity=fast_food via Overpass
Sushi Hub,,sushi,-37.81739,144.964825,Victoria,OpenStreetMap amenity=fast_food via Overpass
Focaccia,,italian,-37.815192,144.96434,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kilsyth dim sim King,,,-37.819202,145.315335,Victoria,OpenStreetMap amenity=fast_food via Overpass
Wokd gourmet chinese,,,-38.055203,145.338437,Victoria,OpenStreetMap amenity=fast_food via Overpass
Fish & chips gylls @ grills,,,-38.055189,145.338327,Victoria,OpenStreetMap amenity=fast_food via Overpass
Johnny Boys Pizza,,pizza,-38.055227,145.33867,Victoria,OpenStreetMap amenity=fast_food via Overpass
Jnr's pizza,,pizza,-37.953188,145.062755,Victoria,OpenStreetMap amenity=fast_food via Overpass
Bernard Takeaway,,fish_and_chips,-37.953194,145.062827,Victoria,OpenStreetMap amenity=fast_food via Overpass
Euro Pizza,,pizza,-37.953296,145.063597,Victoria,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-37.655541,145.078805,Victoria,OpenStreetMap amenity=fast_food via Overpass
,,,-37.769469,145.041361,Victoria,OpenStreetMap amenity=fast_food via Overpass
Eat More Pastizzi,,maltese,-37.788262,144.811781,Victoria,OpenStreetMap amenity=fast_food via Overpass
Bell Street Pizza,,pizza,-37.788364,144.811653,Victoria,OpenStreetMap amenity=fast_food via Overpass
Two Brown Angus,,burger,-37.667096,145.061004,Victoria,OpenStreetMap amenity=fast_food via Overpass
Italia Pizza,,pizza,-37.667261,145.061183,Victoria,OpenStreetMap amenity=fast_food via Overpass
The Golden Horseshoe Fish and Chips,,fish_and_chips,-37.667209,145.061123,Victoria,OpenStreetMap amenity=fast_food via Overpass
Charcoal Chicken,,chicken,-37.666095,145.059907,Victoria,OpenStreetMap amenity=fast_food via Overpass
Rock n Fish,,fish_and_chips,-37.666054,145.059979,Victoria,OpenStreetMap amenity=fast_food via Overpass
#86,,,-37.703265,145.105006,Victoria,OpenStreetMap amenity=fast_food via Overpass
Noodle Box,Noodle Box,noodle,-37.703614,145.104443,Victoria,OpenStreetMap amenity=fast_food via Overpass
Bagels Baby,,bagel,-37.703893,145.103976,Victoria,OpenStreetMap amenity=fast_food via Overpass
Afghan Tasty Kebab,,kebab,-37.704376,145.103202,Victoria,OpenStreetMap amenity=fast_food via Overpass
Seven Star Pizza Kitchen,,pizza,-37.704403,145.103159,Victoria,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-37.656374,145.081904,Victoria,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-37.650051,145.069604,Victoria,OpenStreetMap amenity=fast_food via Overpass
"The Lakes Pizza, Pasta and Ribs",,pizza,-37.637063,145.068117,Victoria,OpenStreetMap amenity=fast_food via Overpass
Mill Park Lakes Fish & Chips,,fish_and_chips,-37.637014,145.067983,Victoria,OpenStreetMap amenity=fast_food via Overpass
Smokin' Joe's Pizza & Grill,,pizza,-37.684708,145.13608,Victoria,OpenStreetMap amenity=fast_food via Overpass
South Morang Fish & Chips,,fish_and_chips,-37.651486,145.088718,Victoria,OpenStreetMap amenity=fast_food via Overpass
Da Vinci Pizza & Pasta,,pizza,-37.713512,145.082014,Victoria,OpenStreetMap amenity=fast_food via Overpass
Kim Rolls 'n' Café,,vietnamese;australian;fast_food,-37.790159,144.816829,Victoria,OpenStreetMap amenity=fast_food via Overpass
Glengala Hot Food Take-Away,,fish_and_chips,-37.790174,144.816875,Victoria,OpenStreetMap amenity=fast_food via Overpass
Cyprus Time,,pizza;kebab,-37.790286,144.817228,Victoria,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-37.799405,144.962615,Victoria,OpenStreetMap amenity=fast_food via Overpass
Croydon Kebabs,,kebab,-37.802896,145.288554,Victoria,OpenStreetMap amenity=fast_food via Overpass
Gurudwarra Sri Guru Granth Sahib Keysborough Langar Hall,,indian,-38.015085,145.174567,Victoria,OpenStreetMap amenity=fast_food via Overpass
Olive Branch,,lebanese,-37.739052,145.002102,Victoria,OpenStreetMap amenity=fast_food via Overpass
888 Street Food,,,-37.739004,145.00211,Victoria,OpenStreetMap amenity=fast_food via Overpass
Gills & Grills,,fish_and_chips,-37.928259,145.251987,Victoria,OpenStreetMap amenity=fast_food via Overpass
