name,brand,cuisine,lat,lon,state,source
Noodle Bar & Asian Cuisine,,asian;noodle,-27.717591,153.207363,Queensland,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-27.717966,153.207473,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.717595,153.207457,Queensland,OpenStreetMap amenity=fast_food via Overpass
Far East On Main,,noodle;chinese;fish_and_chips;malaysian;thai,-27.717046,153.2028,Queensland,OpenStreetMap amenity=fast_food via Overpass
The Farm Shack,,pizza,-27.394676,152.942934,Queensland,OpenStreetMap amenity=fast_food via Overpass
Fritzy's Diner,,chicken;burger;fish_and_chips,-27.640545,152.59274,Queensland,OpenStreetMap amenity=fast_food via Overpass
Fishbowl,Fishbowl,salad,-27.466061,153.027855,Queensland,OpenStreetMap amenity=fast_food via Overpass
Zaza Kebabs,,kebab,-27.668682,153.137967,Queensland,OpenStreetMap amenity=fast_food via Overpass
Meadowbrook Noodle Bar & Asian Cuisine,,noodle;chinese;asian,-27.668545,153.138,Queensland,OpenStreetMap amenity=fast_food via Overpass
Ausome Chicken,,chicken,-27.668601,153.137988,Queensland,OpenStreetMap amenity=fast_food via Overpass
Wara Sushi,,sushi,-27.668849,153.138228,Queensland,OpenStreetMap amenity=fast_food via Overpass
Betty's Burgers,Betty's Burgers,burger,-27.561989,153.080012,Queensland,OpenStreetMap amenity=fast_food via Overpass
Best Fish & Chips,,fish_and_chips,-27.485141,153.237748,Queensland,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-27.307497,152.990973,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.852854,153.31428,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.639,153.249231,Queensland,OpenStreetMap amenity=fast_food via Overpass
Mount Cotton Seafood,,fish_and_chips,-27.639,153.249164,Queensland,OpenStreetMap amenity=fast_food via Overpass
The Big Kuhuna,,fish_and_chips,-27.523203,153.258433,Queensland,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-27.524606,153.190329,Queensland,OpenStreetMap amenity=fast_food via Overpass
Ottoman Kebabs,,kebab,-27.524715,153.190716,Queensland,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-27.524527,153.190329,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sushi Line,,japanese;sushi,-27.524308,153.190601,Queensland,OpenStreetMap amenity=fast_food via Overpass
The Park Carvery,,fish_and_chips;american;sandwich,-27.524299,153.190495,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sizzling Wok,,chinese,-27.524317,153.190717,Queensland,OpenStreetMap amenity=fast_food via Overpass
Betty's Burgers,Betty's Burgers,burger,-27.462134,153.035893,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.969284,153.375706,Queensland,OpenStreetMap amenity=fast_food via Overpass
Our Canteen,,asian,-27.597136,153.065307,Queensland,OpenStreetMap amenity=fast_food via Overpass
Wellington Point Takeaway,,burger;fish_and_chips,-27.486481,153.238272,Queensland,OpenStreetMap amenity=fast_food via Overpass
Bayside Noodles,,noodle,-27.486267,153.238192,Queensland,OpenStreetMap amenity=fast_food via Overpass
The Pizza Place,,pizza,-28.655766,151.934471,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Seoulmate Chicken,,burger;korean,-27.446506,152.986658,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-28.812577,153.347433,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-27.469136,153.026351,Queensland,OpenStreetMap amenity=fast_food via Overpass
,,,-28.847801,153.044343,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-27.225517,153.087298,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.225667,153.085786,Queensland,OpenStreetMap amenity=fast_food via Overpass
Chickery Chick,,chicken,-28.011278,153.429885,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-28.013655,153.429915,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Noodle Box,Noodle Box,noodle,-28.019595,153.429462,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Red Rooster,Red Rooster,chicken,-27.564405,153.038914,Queensland,OpenStreetMap amenity=fast_food via Overpass
5 Dogs,,burger,-27.668864,153.125468,Queensland,OpenStreetMap amenity=fast_food via Overpass
Epic Pacific,,indonesian,-27.849747,153.298657,Queensland,OpenStreetMap amenity=fast_food via Overpass
Best Bite Pizza,,pizza,-27.849177,153.299495,Queensland,OpenStreetMap amenity=fast_food via Overpass
Toucan Coffee,,,-27.849175,153.299752,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.979728,153.428859,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.585614,153.282659,Queensland,OpenStreetMap amenity=fast_food via Overpass
Getta Burger,,burger,-27.585767,153.282726,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.585861,153.282767,Queensland,OpenStreetMap amenity=fast_food via Overpass
Mariners Cove Fish & Chips,,fish_and_chips,-27.969366,153.426573,Queensland,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-28.025512,153.42959,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Origin Kebabs,,kebab,-28.029169,153.430973,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Caught 'n Cooked Fish & Chips,,fish_and_chips,-28.028924,153.432282,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Maries Pizza,,pizza,-27.96349,153.413765,Queensland,OpenStreetMap amenity=fast_food via Overpass
Crust,Crust,pizza,-27.957317,153.408655,Queensland,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-27.630891,152.987168,Queensland,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-27.631023,152.986843,Queensland,OpenStreetMap amenity=fast_food via Overpass
Noodle Box,Noodle Box,noodle,-27.630682,152.986535,Queensland,OpenStreetMap amenity=fast_food via Overpass
Doughnut Time,,donut,-28.089582,153.451522,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Fruit Shop,,juice,-28.089295,153.451474,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Burleigh Heads Fishmongers,,fish_and_chips,-28.089284,153.451388,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-28.08922,153.450881,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-28.039701,153.434053,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Red Fox Kafe,,sandwich,-27.523971,153.221424,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sushi Dona,,sushi,-27.524067,153.221553,Queensland,OpenStreetMap amenity=fast_food via Overpass
Asian Express,,asian,-27.853049,153.313903,Queensland,OpenStreetMap amenity=fast_food via Overpass
Pho Vietnamese Kitchen,,vietnamese,-27.853204,153.31413,Queensland,OpenStreetMap amenity=fast_food via Overpass
Izgara Grill,,kebab,-27.85325,153.314032,Queensland,OpenStreetMap amenity=fast_food via Overpass
Mumbai Express,,indian,-27.852988,153.313971,Queensland,OpenStreetMap amenity=fast_food via Overpass
Hero Sushi,,sushi,-27.852945,153.314027,Queensland,OpenStreetMap amenity=fast_food via Overpass
Soul Origin,Soul Origin,coffee_shop;salad;sandwich,-27.852827,153.314115,Queensland,OpenStreetMap amenity=fast_food via Overpass
Cedar & Stone Pizza Bar,,pizza,-27.509409,153.236333,Queensland,OpenStreetMap amenity=fast_food via Overpass
Origin Kebabs,,kebab,-27.588475,152.821837,Queensland,OpenStreetMap amenity=fast_food via Overpass
Big Pappa's Pizza,,pizza,-27.635863,152.916862,Queensland,OpenStreetMap amenity=fast_food via Overpass
Camira Snack Bar,,,-27.635984,152.916858,Queensland,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-27.599771,152.950286,Queensland,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-27.240985,153.016983,Queensland,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-27.241207,153.017538,Queensland,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-27.240988,153.017352,Queensland,OpenStreetMap amenity=fast_food via Overpass
Origin Kebabs,Origin Kebabs,kebab,-27.240989,153.017439,Queensland,OpenStreetMap amenity=fast_food via Overpass
My Carvery,,carvery,-27.240992,153.017528,Queensland,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-27.240683,153.017205,Queensland,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-27.2405,153.01704,Queensland,OpenStreetMap amenity=fast_food via Overpass
Roll'd,Roll'd,vietnamese,-27.241262,153.017078,Queensland,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-27.242604,153.018655,Queensland,OpenStreetMap amenity=fast_food via Overpass
Soul Origin,Soul Origin,coffee_shop;salad;sandwich,-27.242468,153.018597,Queensland,OpenStreetMap amenity=fast_food via Overpass
Vinny's Pizza,,pizza,-27.621343,152.812263,Queensland,OpenStreetMap amenity=fast_food via Overpass
Bundamba Fish Shack,,fish_and_chips,-27.621365,152.812442,Queensland,OpenStreetMap amenity=fast_food via Overpass
Brooklyn Donut & Coffee Co,,donut,-27.242526,153.015986,Queensland,OpenStreetMap amenity=fast_food via Overpass
Go Seafood Fish & Chips,,fish_and_chips,-27.606384,152.773367,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.626428,153.118061,Queensland,OpenStreetMap amenity=fast_food via Overpass
Bite My Biscuit,,biscuit,-27.369099,153.047075,Queensland,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-27.321685,153.067924,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.242045,153.026091,Queensland,OpenStreetMap amenity=fast_food via Overpass
Broken Hearts Burger Club,,burger,-27.242068,153.026146,Queensland,OpenStreetMap amenity=fast_food via Overpass
Noodle Box,Noodle Box,noodle,-27.242213,153.026228,Queensland,OpenStreetMap amenity=fast_food via Overpass
Red Rooster,Red Rooster,chicken,-27.954108,153.383091,Queensland,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-27.55769,153.041947,Queensland,OpenStreetMap amenity=fast_food via Overpass
The fish shop,,fish_and_chips,-27.765902,153.108754,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.769921,153.105515,Queensland,OpenStreetMap amenity=fast_food via Overpass
Lord of the Fries,Lord of the Fries,burger,-28.002222,153.429919,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Fish Depot,,fish_and_chips,-27.634827,152.774314,Queensland,OpenStreetMap amenity=fast_food via Overpass
Pizza Plus,,pizza,-27.634773,152.774324,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.634702,152.774338,Queensland,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-27.240605,153.016858,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sushi Moru,,sushi,-27.723236,153.197172,Queensland,OpenStreetMap amenity=fast_food via Overpass
Ramen Danbo,,ramen,-27.476666,153.017434,Queensland,OpenStreetMap amenity=fast_food via Overpass
Carl's Jr.,Carl's Jr.,burger,-27.981097,153.375801,Queensland,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-27.469543,153.024977,Queensland,OpenStreetMap amenity=fast_food via Overpass
Burger Cave;Kurry Kingdom,,burger;indian,-27.502328,153.006412,Queensland,OpenStreetMap amenity=fast_food via Overpass
Origin Kebabs,,kebab,-27.769749,153.105623,Queensland,OpenStreetMap amenity=fast_food via Overpass
Fish & Chips place,,,-27.348898,153.060392,Queensland,OpenStreetMap amenity=fast_food via Overpass
Magical Rice,,chinese,-27.414737,153.081079,Queensland,OpenStreetMap amenity=fast_food via Overpass
Jimmymax,,burger,-27.624085,153.122998,Queensland,OpenStreetMap amenity=fast_food via Overpass
,,pizza,-27.570188,152.876805,Queensland,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-27.658708,153.170126,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.702019,153.210576,Queensland,OpenStreetMap amenity=fast_food via Overpass
Brodies,,chicken,-27.701967,153.210754,Queensland,OpenStreetMap amenity=fast_food via Overpass
Nick's Fish & Chips,,fish_and_chips,-27.526788,153.055292,Queensland,OpenStreetMap amenity=fast_food via Overpass
Salisbury Takeaway,,,-27.554129,153.031795,Queensland,OpenStreetMap amenity=fast_food via Overpass
Lalu's Bakes & Snacks,,,-27.553926,153.031836,Queensland,OpenStreetMap amenity=fast_food via Overpass
Kebab Zone,,kebab,-27.669865,153.191776,Queensland,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-27.6128,152.759631,Queensland,OpenStreetMap amenity=fast_food via Overpass
Walker's Doughnuts,,donut,-27.607798,152.757791,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sam's Gourmet Pizza,,pizza,-27.604841,153.09051,Queensland,OpenStreetMap amenity=fast_food via Overpass
Metro Seafood,,seafood,-27.589305,151.939106,Queensland,OpenStreetMap amenity=fast_food via Overpass
,,pizza,-27.588911,151.938531,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-28.327756,153.395961,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sushi Mur-bah,,sushi,-28.327528,153.396086,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-28.327384,153.395935,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-28.327487,153.395939,New South Wales,OpenStreetMap amenity=fast_food via Overpass
5 Dogs Mount Gravatt,,hot_dog,-27.534084,153.075352,Queensland,OpenStreetMap amenity=fast_food via Overpass
Origin Kebabs,,kebab,-27.478241,153.029429,Queensland,OpenStreetMap amenity=fast_food via Overpass
Centre Place Fish & Chips,,fish_and_chips,-27.594959,153.115212,Queensland,OpenStreetMap amenity=fast_food via Overpass
,,,-27.594762,153.115355,Queensland,OpenStreetMap amenity=fast_food via Overpass
The Yiros Shop,,greek,-27.411279,153.020213,Queensland,OpenStreetMap amenity=fast_food via Overpass
The Cheesy One Pizzeria,,pizza,-27.398635,152.960373,Queensland,OpenStreetMap amenity=fast_food via Overpass
King of the Wings,,chicken,-27.411067,153.019811,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.801729,153.103233,Queensland,OpenStreetMap amenity=fast_food via Overpass
Chicken Mania,,chicken,-28.866879,153.045307,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-28.86241,153.046767,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-28.863638,153.048039,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Wallangarra Store,,,-28.922685,151.930069,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Urban Pizza Company,,,-27.594846,151.951296,Queensland,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-27.612216,153.122039,Queensland,OpenStreetMap amenity=fast_food via Overpass
Taco Bell,Taco Bell,tex-mex,-27.612432,153.121966,Queensland,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-27.690587,152.802988,Queensland,OpenStreetMap amenity=fast_food via Overpass
Pizza Capers,Pizza Capers,pizza,-27.415011,153.049252,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.925285,153.337047,Queensland,OpenStreetMap amenity=fast_food via Overpass
Fish and More,,fish_and_chips,-27.586847,153.057754,Queensland,OpenStreetMap amenity=fast_food via Overpass
Galactic Donuts,,donut,-27.643714,153.154382,Queensland,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-27.536136,152.948781,Queensland,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-27.676827,153.079289,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.677955,153.08168,Queensland,OpenStreetMap amenity=fast_food via Overpass
Royal Kebabs,,kebab,-27.678018,153.081667,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.67807,153.081657,Queensland,OpenStreetMap amenity=fast_food via Overpass
Happy Fryer,,fish_and_chips,-27.643385,153.154017,Queensland,OpenStreetMap amenity=fast_food via Overpass
Noodle Box,Noodle Box,noodle,-27.491842,153.217582,Queensland,OpenStreetMap amenity=fast_food via Overpass
Mango Hill Kebabs,,kebab,-27.241587,153.022558,Queensland,OpenStreetMap amenity=fast_food via Overpass
Getta Burger,,burger,-27.241806,153.02248,Queensland,OpenStreetMap amenity=fast_food via Overpass
Kokiyo,,chicken,-27.241883,153.022482,Queensland,OpenStreetMap amenity=fast_food via Overpass
Pizza Temptations,,pizza,-27.241685,153.022469,Queensland,OpenStreetMap amenity=fast_food via Overpass
Juice It Up,,juice,-28.870812,153.560648,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Harry's Famous,,hot_dog,-27.368093,153.06144,Queensland,OpenStreetMap amenity=fast_food via Overpass
Galactic Donuts,,,-27.585494,151.9495,Queensland,OpenStreetMap amenity=fast_food via Overpass
Country Kebabs and Pizzas,,pizza;kebab;burger,-28.218322,152.035229,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Fish Burger,,fish_and_chips,-27.652584,152.888108,Queensland,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-27.568417,151.927365,Queensland,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-27.585445,151.948755,Queensland,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-27.45682,153.156507,Queensland,OpenStreetMap amenity=fast_food via Overpass
Nerang Kebab & Pizza,,kebab,-27.990054,153.33691,Queensland,OpenStreetMap amenity=fast_food via Overpass
Hell Pizza,,pizza,-27.4368,153.008625,Queensland,OpenStreetMap amenity=fast_food via Overpass
Leo's Food Bar,,barbecue;fish_and_chips;sandwich,-28.80894,153.276579,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Melt Brothers,,sandwich,-27.241103,153.01745,Queensland,OpenStreetMap amenity=fast_food via Overpass
Lemo's Freechoice,,,-28.859173,153.046516,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-28.813662,153.277353,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-28.813677,153.277839,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Asian Takeaway,,,-28.813565,153.277503,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-28.813585,153.277488,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Grill Shack,,,-28.813602,153.277473,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Seong Bow,,asian,-28.814461,153.282477,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Alstonville Plaza Chinese Take-Away,,chinese,-28.842801,153.440804,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Trident Fish and Grill,,seafood;burger,-28.84173,153.43989,New South Wales,OpenStreetMap amenity=fast_food via Overpass
,,pizza,-28.389208,153.563783,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Hastings Point General Store,,,-28.361424,153.57566,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Caba Bakehouse - Bakery Pizza,,pizza,-28.332564,153.569663,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sushi Yui,,,-27.362074,153.013754,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sunshine Kebabs,,,-27.362074,153.013663,Queensland,OpenStreetMap amenity=fast_food via Overpass
Buddy's Real Food,,,-27.361882,153.013624,Queensland,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-27.361893,153.013574,Queensland,OpenStreetMap amenity=fast_food via Overpass
LA Crackles,,,-27.361922,153.013822,Queensland,OpenStreetMap amenity=fast_food via Overpass
Popeye's Takeaway,,,-28.869854,153.558396,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Izakaya Kura,,,-27.468786,153.002824,Queensland,OpenStreetMap amenity=fast_food via Overpass
Hungry Jack's,Hungry Jack's,burger,-27.569551,151.926584,Queensland,OpenStreetMap amenity=fast_food via Overpass
Mr Kebab,,kebab,-28.088757,153.451675,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-28.654644,151.93511,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-27.657635,153.171355,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sunshine Kebabs,,kebab,-27.540873,151.952868,Queensland,OpenStreetMap amenity=fast_food via Overpass
Pizza Capers,Pizza Capers,pizza,-27.566069,151.957211,Queensland,OpenStreetMap amenity=fast_food via Overpass
Khan Kebab,,kebab,-27.566014,151.957221,Queensland,OpenStreetMap amenity=fast_food via Overpass
Little Red Dumpling,,,-27.485263,152.991004,Queensland,OpenStreetMap amenity=fast_food via Overpass
BMT Viet,,,-27.531119,152.948078,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sushi Parade,,sushi,-27.531474,152.94802,Queensland,OpenStreetMap amenity=fast_food via Overpass
Meet Chicken,,chicken,-27.531227,152.948031,Queensland,OpenStreetMap amenity=fast_food via Overpass
Blueys Carvery,,,-27.350167,153.048617,Queensland,OpenStreetMap amenity=fast_food via Overpass
Palace Kebabs,,kebab,-27.350133,153.048622,Queensland,OpenStreetMap amenity=fast_food via Overpass
Top Asian,,asian,-27.350101,153.048627,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sushi Guru,,sushi,-27.35012,153.048465,Queensland,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-27.350844,153.048367,Queensland,OpenStreetMap amenity=fast_food via Overpass
Fish & Burger Co,,fish_and_chips,-27.350845,153.048051,Queensland,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-28.146121,153.476912,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Yiros Shop,,kebab,-27.431673,153.043508,Queensland,OpenStreetMap amenity=fast_food via Overpass
Good Looking Rooster,,chicken,-27.431726,153.043499,Queensland,OpenStreetMap amenity=fast_food via Overpass
Red Rooster,Red Rooster,chicken,-27.658372,153.170712,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.658338,153.170922,Queensland,OpenStreetMap amenity=fast_food via Overpass
Origin Kebabs,,kebab,-27.658408,153.171215,Queensland,OpenStreetMap amenity=fast_food via Overpass
Silkstone Chinese And Fish & Chips Take Away,,fish_and_chips,-27.621392,152.786876,Queensland,OpenStreetMap amenity=fast_food via Overpass
,,burger,-27.661642,153.042991,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.661617,153.042928,Queensland,OpenStreetMap amenity=fast_food via Overpass
Riverlakes Seafood Cafe,,fish_and_chips,-27.673429,153.212157,Queensland,OpenStreetMap amenity=fast_food via Overpass
Bundamba Takeaway,,burger;chicken;sandwich,-27.608605,152.811149,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.56103,151.954562,Queensland,OpenStreetMap amenity=fast_food via Overpass
MOFOS Tweed Heads,,,-28.194084,153.541812,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.430045,153.040973,Queensland,OpenStreetMap amenity=fast_food via Overpass
Pizza Mate,,pizza,-27.506746,152.939138,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.540943,151.952859,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-27.540803,151.952879,Queensland,OpenStreetMap amenity=fast_food via Overpass
High Tide,,fish_and_chips,-27.540748,151.95289,Queensland,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-27.540682,151.95305,Queensland,OpenStreetMap amenity=fast_food via Overpass
Dougies Donuts,,donut,-27.540584,151.953483,Queensland,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-27.543334,151.923284,Queensland,OpenStreetMap amenity=fast_food via Overpass
Oakberry Acai,,juice,-28.16792,153.542146,New South Wales,OpenStreetMap amenity=fast_food via Overpass
O Bagel,,bagel,-27.961352,153.387412,Queensland,OpenStreetMap amenity=fast_food via Overpass
Sunshine Kebabs,,kebab,-27.96136,153.38751,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.927689,153.361919,Queensland,OpenStreetMap amenity=fast_food via Overpass
Noodle Box,Noodle Box,noodle,-27.927715,153.361996,Queensland,OpenStreetMap amenity=fast_food via Overpass
BURGER'D,,burger,-27.927742,153.362081,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.927231,153.336086,Queensland,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-28.655465,151.937511,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Betty's Burgers,Betty's Burgers,burger,-27.854569,153.315691,Queensland,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-27.560926,151.951358,Queensland,OpenStreetMap amenity=fast_food via Overpass
Perry's Seafood,,fish_and_chips,-27.499444,153.4039,Queensland,OpenStreetMap amenity=fast_food via Overpass
Hello Harry,,burger,-27.562056,151.9538,Queensland,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-27.561841,151.954006,Queensland,OpenStreetMap amenity=fast_food via Overpass
3 Black Bears,,pizza,-27.474162,153.125195,Queensland,OpenStreetMap amenity=fast_food via Overpass
Mayumi's Kitchen,,,-28.810677,153.285497,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-28.810647,153.285384,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Burrito Bar,,mexican,-27.49429,153.058631,Queensland,OpenStreetMap amenity=fast_food via Overpass
Nodo,,donut,-27.501235,153.077204,Queensland,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-27.500561,153.076792,Queensland,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-27.477623,153.02228,Queensland,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-28.821579,153.328003,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Toplum,,kebab,-27.961504,153.380558,Queensland,OpenStreetMap amenity=fast_food via Overpass
New Zealand Naturals,,juice,-27.660403,153.172045,Queensland,OpenStreetMap amenity=fast_food via Overpass
New York Burger Bar,,burger,-27.383919,153.120391,Queensland,OpenStreetMap amenity=fast_food via Overpass
Soul Origin,Soul Origin,coffee_shop;salad;sandwich,-27.386154,153.119561,Queensland,OpenStreetMap amenity=fast_food via Overpass
Roll'd,Roll'd,vietnamese,-27.383554,153.120223,Queensland,OpenStreetMap amenity=fast_food via Overpass
Mezze Zaza,,greek,-27.383533,153.120303,Queensland,OpenStreetMap amenity=fast_food via Overpass
Mi Casa Burritos,,mexican,-27.383851,153.120246,Queensland,OpenStreetMap amenity=fast_food via Overpass
Haha Chicken & Meals,,,-27.477751,152.989146,Queensland,OpenStreetMap amenity=fast_food via Overpass
Nodo,,donut,-27.462131,153.060754,Queensland,OpenStreetMap amenity=fast_food via Overpass
